age,poverty_level,Residence,region,access_to_reproductive_health_care,education_level,teenage_pregnancy
15,Medium,Rural,Kakamega,Good,None,0
15,Low,Traditional,Isiolo,Poor,None,0
17,High,Traditional,Nakuru,Good,Higher,1
14,High,Urban,Nakuru,Moderate,None,1
18,High,Traditional,Kakamega,Moderate,None,0
18,Medium,Traditional,Narok,Good,Higher,0
18,Low,Rural,Nairobi,Poor,None,1
17,High,Urban,Kisumu,Moderate,Primary,0
16,Low,Traditional,Isiolo,Moderate,Secondary,0
13,High,Traditional,Mombasa,Poor,Secondary,1
13,Low,Rural,Nairobi,Moderate,Higher,1
15,Medium,Traditional,Kakamega,Good,None,1
15,Medium,Urban,Kitui,Poor,Primary,1
18,Medium,Urban,Kisumu,Good,None,1
18,High,Urban,Kiambu,Good,None,0
15,Medium,Rural,Kisumu,Poor,None,0
14,Medium,Urban,Kakamega,Moderate,Higher,1
16,Medium,Urban,Mandera,Good,Secondary,0
16,Low,Urban,Nairobi,Moderate,Secondary,0
16,Low,Urban,Nakuru,Good,Primary,0
16,Low,Urban,Kakamega,Poor,Primary,0
15,Low,Urban,Thika,Poor,None,0
13,Low,Rural,Nairobi,Poor,Primary,0
15,Low,Urban,Mombasa,Moderate,Primary,0
16,Low,Traditional,Wajir,Good,Primary,0
15,Medium,Rural,Kitui,Poor,None,1
16,Medium,Traditional,Kisumu,Good,None,0
17,High,Traditional,Wajir,Good,Secondary,0
18,Medium,Urban,Nakuru,Poor,Higher,0
13,Low,Traditional,Narok,Good,None,1
17,Low,Traditional,Kakamega,Good,Secondary,1
14,High,Traditional,Nairobi,Poor,Primary,1
15,Medium,Urban,Thika,Good,Primary,1
14,Medium,Urban,Kericho,Poor,Higher,1
15,High,Urban,Isiolo,Moderate,None,1
18,Low,Rural,Wajir,Good,Higher,0
17,Low,Urban,Narok,Poor,Secondary,0
18,Low,Urban,Mandera,Moderate,Higher,0
16,Low,Traditional,Wajir,Good,Higher,1
18,High,Urban,Kakamega,Poor,Primary,1
18,Medium,Traditional,Kitui,Good,Primary,0
16,Low,Urban,Kakamega,Moderate,Primary,0
15,Medium,Urban,Mandera,Good,Secondary,1
16,Medium,Urban,Wajir,Poor,Secondary,1
17,Low,Urban,Mandera,Good,None,0
18,Low,Urban,Isiolo,Good,None,1
16,Low,Urban,Mombasa,Good,Primary,0
18,Medium,Urban,Mombasa,Moderate,Primary,0
17,High,Traditional,Nairobi,Moderate,Higher,0
14,Low,Rural,Isiolo,Good,None,1
17,Medium,Rural,Eldoret,Moderate,Higher,0
13,Medium,Urban,Kisumu,Moderate,Secondary,1
13,Low,Rural,Thika,Poor,Secondary,1
13,High,Traditional,Narok,Moderate,Secondary,0
18,Low,Traditional,Nakuru,Moderate,None,0
15,Low,Traditional,Meru,Moderate,Secondary,0
15,High,Rural,Nairobi,Good,None,1
15,Low,Rural,Meru,Good,Primary,1
18,Low,Rural,Eldoret,Moderate,Higher,0
17,High,Urban,Isiolo,Poor,Higher,0
15,Medium,Traditional,Mandera,Moderate,Secondary,1
14,Medium,Traditional,Kitui,Poor,Higher,1
13,Medium,Urban,Nakuru,Poor,Secondary,0
17,Medium,Rural,Isiolo,Moderate,None,0
13,Medium,Traditional,Kericho,Poor,Secondary,1
15,Low,Rural,Isiolo,Poor,Secondary,1
17,High,Urban,Eldoret,Poor,Higher,1
16,Medium,Rural,Mandera,Moderate,Higher,0
14,High,Urban,Kisumu,Poor,None,1
15,Medium,Rural,Meru,Moderate,Higher,0
15,Low,Urban,Nakuru,Good,None,1
14,Medium,Traditional,Isiolo,Moderate,Higher,1
14,Medium,Urban,Kisumu,Good,Secondary,0
16,High,Rural,Machakos,Good,Primary,0
15,High,Traditional,Wajir,Moderate,Higher,0
18,Low,Rural,Kisumu,Good,Higher,0
15,High,Rural,Isiolo,Moderate,Higher,1
13,High,Urban,Kakamega,Moderate,None,1
17,High,Urban,Meru,Poor,None,1
17,Low,Rural,Kisumu,Good,Higher,0
13,Low,Urban,Machakos,Moderate,None,0
17,Low,Rural,Nyeri,Moderate,None,1
14,High,Urban,Narok,Good,None,0
17,High,Urban,Wajir,Good,None,1
17,Low,Rural,Isiolo,Good,None,0
13,High,Traditional,Eldoret,Good,Secondary,1
16,High,Urban,Kisumu,Moderate,Higher,1
17,Medium,Rural,Garissa,Good,Primary,1
18,Low,Traditional,Meru,Moderate,Higher,0
17,Low,Urban,Garissa,Good,Primary,0
16,High,Urban,Nyeri,Poor,Primary,1
13,High,Rural,Mandera,Good,None,0
16,Medium,Urban,Kisumu,Good,Higher,1
13,Low,Rural,Kisumu,Moderate,Higher,1
14,Low,Rural,Mombasa,Moderate,None,0
13,High,Urban,Kericho,Poor,Primary,1
14,Low,Traditional,Isiolo,Poor,Secondary,0
14,High,Urban,Kiambu,Good,None,1
13,Medium,Traditional,Meru,Moderate,Primary,0
18,High,Urban,Kisumu,Good,Primary,1
15,Medium,Traditional,Isiolo,Moderate,Primary,1
13,High,Urban,Eldoret,Moderate,Primary,1
17,Medium,Traditional,Wajir,Moderate,Secondary,1
18,Medium,Traditional,Eldoret,Moderate,None,1
18,Low,Urban,Kiambu,Poor,Secondary,0
17,High,Urban,Kiambu,Moderate,Higher,1
15,Low,Rural,Kiambu,Poor,Secondary,0
18,Low,Traditional,Kisumu,Poor,Higher,0
14,High,Urban,Kakamega,Good,None,1
15,Low,Rural,Garissa,Good,Secondary,0
17,Low,Urban,Kakamega,Poor,Higher,1
15,Low,Traditional,Garissa,Poor,None,1
13,High,Urban,Eldoret,Poor,None,0
15,Low,Urban,Isiolo,Moderate,Primary,0
14,Low,Rural,Mandera,Moderate,Higher,0
13,Low,Urban,Garissa,Poor,Secondary,1
16,High,Rural,Kitui,Poor,Secondary,0
17,Medium,Traditional,Kitui,Poor,None,1
17,Medium,Traditional,Nakuru,Good,Primary,1
15,Medium,Urban,Eldoret,Good,Primary,0
18,Medium,Rural,Mandera,Moderate,Primary,0
13,Low,Traditional,Meru,Moderate,None,0
16,High,Urban,Isiolo,Good,None,1
13,Low,Urban,Eldoret,Moderate,Higher,1
17,High,Urban,Thika,Moderate,Secondary,1
13,Low,Urban,Narok,Poor,Secondary,1
16,Medium,Urban,Nairobi,Poor,Higher,0
18,Medium,Rural,Meru,Good,Higher,1
15,High,Urban,Nyeri,Poor,None,1
14,Low,Urban,Nyeri,Moderate,Secondary,0
13,Medium,Urban,Kitui,Poor,Secondary,0
14,High,Urban,Meru,Moderate,Secondary,1
17,Low,Urban,Isiolo,Good,None,0
15,High,Urban,Garissa,Poor,None,1
15,Low,Urban,Kisumu,Good,Higher,1
13,Low,Traditional,Kiambu,Poor,None,0
18,Low,Traditional,Eldoret,Poor,None,0
15,High,Urban,Garissa,Poor,Secondary,1
13,High,Rural,Garissa,Good,Secondary,1
13,Low,Urban,Nyeri,Poor,Higher,0
14,Medium,Rural,Nairobi,Moderate,None,1
15,Low,Rural,Mombasa,Poor,Secondary,0
13,High,Rural,Kisumu,Poor,Secondary,1
14,Low,Rural,Garissa,Moderate,Higher,0
16,High,Rural,Nyeri,Good,Secondary,0
14,Low,Traditional,Isiolo,Good,Higher,0
14,Low,Urban,Wajir,Moderate,Secondary,1
13,Medium,Traditional,Wajir,Poor,Higher,1
17,Medium,Traditional,Narok,Moderate,Higher,0
17,High,Urban,Nakuru,Moderate,Higher,0
18,Low,Traditional,Kericho,Poor,Primary,0
17,High,Urban,Kitui,Moderate,Primary,0
14,Low,Urban,Meru,Good,None,1
18,Low,Urban,Kakamega,Good,None,1
13,Low,Urban,Eldoret,Good,Secondary,0
15,Medium,Rural,Kakamega,Moderate,Primary,1
14,High,Rural,Thika,Poor,Higher,0
14,Low,Traditional,Kericho,Good,None,1
18,Low,Urban,Isiolo,Poor,None,0
13,High,Urban,Isiolo,Poor,Higher,1
16,High,Urban,Garissa,Good,Higher,1
14,Low,Urban,Nyeri,Moderate,Primary,0
16,Medium,Rural,Mombasa,Good,Higher,0
16,Medium,Rural,Garissa,Moderate,None,1
17,Low,Rural,Nairobi,Poor,None,0
13,Medium,Traditional,Kitui,Good,Primary,0
16,High,Urban,Kitui,Good,Secondary,1
13,Medium,Rural,Thika,Moderate,Primary,1
17,High,Rural,Meru,Moderate,None,0
13,High,Urban,Eldoret,Poor,Primary,1
14,High,Rural,Narok,Good,Secondary,0
16,High,Urban,Kitui,Good,None,0
13,Medium,Urban,Garissa,Good,Higher,0
15,High,Rural,Mombasa,Moderate,None,1
13,Low,Traditional,Meru,Moderate,Higher,0
16,High,Urban,Kakamega,Good,None,0
17,Low,Traditional,Kitui,Moderate,Secondary,1
17,High,Rural,Nyeri,Poor,Higher,1
16,High,Urban,Thika,Good,None,0
14,Medium,Urban,Eldoret,Good,Higher,0
14,High,Rural,Nyeri,Poor,None,0
17,High,Traditional,Nyeri,Good,Secondary,1
17,Medium,Rural,Machakos,Good,Primary,0
16,Medium,Rural,Wajir,Good,Secondary,1
14,Low,Rural,Kakamega,Good,Primary,1
17,Medium,Traditional,Kisumu,Moderate,None,0
14,Low,Urban,Wajir,Poor,Secondary,0
17,High,Urban,Kitui,Good,Secondary,1
13,Low,Rural,Nyeri,Moderate,Primary,1
15,Medium,Rural,Kiambu,Good,Secondary,0
18,High,Traditional,Kiambu,Moderate,Primary,0
13,Low,Rural,Garissa,Moderate,Primary,0
18,Low,Traditional,Narok,Poor,Primary,0
17,Low,Traditional,Kericho,Moderate,Secondary,1
15,High,Traditional,Isiolo,Good,Higher,1
15,Low,Rural,Kiambu,Poor,None,1
17,Low,Urban,Meru,Poor,Secondary,0
17,Medium,Traditional,Garissa,Good,Higher,1
14,Low,Urban,Eldoret,Good,Primary,0
17,High,Traditional,Garissa,Poor,Higher,0
16,Medium,Rural,Kisumu,Moderate,Higher,0
17,High,Traditional,Eldoret,Poor,None,1
16,Medium,Traditional,Nairobi,Poor,Higher,0
17,Medium,Urban,Nairobi,Good,Secondary,0
14,Low,Rural,Meru,Good,None,1
16,High,Traditional,Kisumu,Good,None,1
13,Low,Rural,Kisumu,Poor,None,1
16,Medium,Urban,Kiambu,Poor,Primary,0
14,Low,Rural,Mombasa,Good,Primary,0
18,Medium,Rural,Thika,Poor,None,0
16,Medium,Urban,Meru,Good,None,0
17,High,Traditional,Mombasa,Poor,Primary,1
17,High,Traditional,Eldoret,Moderate,Primary,0
18,High,Rural,Meru,Good,Primary,0
14,High,Traditional,Wajir,Moderate,Primary,1
15,Low,Urban,Isiolo,Good,Primary,1
17,High,Rural,Wajir,Good,Primary,1
13,High,Rural,Mandera,Poor,Secondary,1
14,High,Traditional,Kiambu,Good,Primary,0
16,Medium,Traditional,Mandera,Moderate,Higher,0
16,Medium,Traditional,Meru,Moderate,Higher,0
13,High,Rural,Isiolo,Poor,None,0
17,Medium,Traditional,Narok,Good,Higher,0
14,Medium,Rural,Kitui,Good,Higher,0
13,Low,Traditional,Nakuru,Poor,Secondary,1
17,Medium,Rural,Meru,Good,Primary,0
14,Low,Rural,Wajir,Good,Primary,0
16,Medium,Rural,Kitui,Moderate,Higher,0
14,High,Traditional,Nairobi,Moderate,Primary,1
18,Medium,Traditional,Kisumu,Moderate,Primary,0
15,Medium,Urban,Isiolo,Moderate,None,1
14,Low,Rural,Nakuru,Good,None,0
15,High,Traditional,Garissa,Good,Secondary,1
14,Low,Urban,Nakuru,Moderate,None,0
15,High,Urban,Thika,Good,Primary,0
18,High,Traditional,Narok,Poor,Primary,0
16,Low,Rural,Kisumu,Poor,Secondary,1
17,Medium,Urban,Kericho,Good,Higher,1
15,High,Urban,Isiolo,Good,Secondary,1
18,Medium,Rural,Mombasa,Moderate,Primary,0
15,Low,Traditional,Nakuru,Moderate,Higher,0
16,Low,Rural,Thika,Poor,None,0
15,Low,Rural,Kiambu,Good,Secondary,0
18,Low,Traditional,Kisumu,Good,Higher,0
18,High,Urban,Nyeri,Moderate,Secondary,0
13,Low,Rural,Garissa,Good,None,0
16,Medium,Urban,Meru,Moderate,Higher,0
13,Medium,Urban,Meru,Moderate,Secondary,0
16,High,Urban,Kakamega,Good,None,1
15,Low,Traditional,Nairobi,Moderate,Primary,1
18,High,Urban,Nairobi,Poor,Higher,0
13,High,Rural,Kisumu,Moderate,None,0
15,High,Rural,Kakamega,Poor,Secondary,0
18,Low,Rural,Nyeri,Good,Primary,0
16,Medium,Traditional,Isiolo,Good,Secondary,0
18,Medium,Rural,Garissa,Good,Higher,0
15,High,Traditional,Kiambu,Good,None,1
13,High,Urban,Narok,Good,Secondary,0
13,Medium,Urban,Meru,Moderate,Secondary,0
18,Medium,Traditional,Wajir,Good,None,0
15,Low,Traditional,Nakuru,Good,Higher,1
14,High,Traditional,Thika,Good,Higher,1
16,Low,Urban,Kericho,Poor,Higher,0
16,Medium,Traditional,Kericho,Moderate,Primary,0
15,Medium,Urban,Machakos,Good,Primary,0
14,Medium,Urban,Nairobi,Good,Higher,0
13,Medium,Rural,Meru,Moderate,Secondary,0
17,Low,Urban,Kitui,Poor,None,0
17,Medium,Traditional,Narok,Good,Secondary,0
15,High,Traditional,Kisumu,Poor,Primary,1
14,Medium,Traditional,Garissa,Moderate,None,1
14,High,Urban,Machakos,Good,Secondary,0
16,Medium,Urban,Wajir,Moderate,Higher,1
13,Low,Rural,Machakos,Good,Secondary,0
18,High,Rural,Garissa,Good,None,0
14,Low,Traditional,Kericho,Good,Secondary,1
18,Medium,Urban,Eldoret,Good,Primary,0
17,Low,Traditional,Kericho,Moderate,None,0
18,Medium,Traditional,Mombasa,Good,Secondary,0
13,Low,Traditional,Kitui,Poor,Primary,0
13,Low,Rural,Thika,Good,Primary,1
18,High,Traditional,Thika,Moderate,Primary,0
15,Medium,Rural,Kisumu,Poor,Secondary,0
14,Low,Urban,Thika,Good,Secondary,1
15,Medium,Traditional,Machakos,Moderate,None,1
18,High,Rural,Narok,Moderate,Higher,1
14,Low,Urban,Nairobi,Good,Higher,0
16,Medium,Rural,Isiolo,Poor,None,0
15,Low,Traditional,Kakamega,Moderate,Higher,1
15,Low,Urban,Machakos,Moderate,Higher,0
18,Low,Urban,Garissa,Poor,None,1
17,Low,Urban,Nakuru,Good,None,0
18,High,Rural,Kiambu,Good,None,1
15,High,Rural,Nyeri,Good,Primary,1
14,Medium,Rural,Isiolo,Good,None,0
17,Medium,Urban,Kisumu,Poor,Primary,0
18,Low,Traditional,Nyeri,Moderate,Secondary,0
18,Low,Traditional,Kiambu,Good,None,0
15,Low,Urban,Machakos,Moderate,Higher,0
15,High,Traditional,Garissa,Moderate,Higher,1
16,Low,Urban,Machakos,Poor,Higher,0
18,Medium,Traditional,Kitui,Moderate,Higher,1
15,Low,Traditional,Wajir,Good,Primary,0
13,High,Traditional,Mandera,Moderate,Secondary,0
17,Low,Rural,Mandera,Good,None,1
13,High,Rural,Kericho,Good,None,1
17,High,Urban,Wajir,Good,Secondary,0
18,High,Rural,Kericho,Moderate,Higher,1
16,High,Urban,Nairobi,Poor,None,1
15,Medium,Rural,Kitui,Moderate,Secondary,1
15,High,Traditional,Thika,Poor,Higher,1
15,Medium,Rural,Kisumu,Poor,None,0
18,Medium,Rural,Kericho,Poor,Higher,0
17,Low,Rural,Meru,Moderate,Secondary,0
15,Low,Urban,Meru,Poor,Primary,0
13,High,Urban,Eldoret,Poor,Higher,1
15,Low,Traditional,Kisumu,Poor,Higher,0
18,High,Traditional,Thika,Good,Primary,1
16,Low,Traditional,Narok,Poor,Secondary,1
13,High,Rural,Machakos,Good,Secondary,0
15,Low,Traditional,Kericho,Poor,Primary,0
15,Low,Urban,Nakuru,Moderate,Higher,1
14,Medium,Traditional,Machakos,Good,Primary,1
17,Low,Traditional,Machakos,Poor,Primary,0
13,Low,Traditional,Kisumu,Moderate,Primary,1
14,High,Traditional,Isiolo,Good,None,1
16,Medium,Traditional,Kitui,Moderate,Primary,0
17,High,Urban,Kisumu,Poor,Higher,1
13,Low,Rural,Meru,Poor,Higher,0
15,High,Traditional,Machakos,Poor,Higher,0
13,Medium,Rural,Machakos,Poor,Primary,0
15,High,Traditional,Machakos,Good,None,0
17,Low,Rural,Kakamega,Good,None,1
15,High,Urban,Wajir,Good,None,1
16,Low,Rural,Narok,Poor,Primary,0
18,Medium,Traditional,Nyeri,Poor,Secondary,0
15,Medium,Rural,Nakuru,Moderate,Primary,1
16,High,Rural,Mombasa,Moderate,Secondary,1
18,Medium,Traditional,Mandera,Good,None,0
17,High,Rural,Thika,Poor,Higher,1
17,Low,Traditional,Mandera,Poor,None,0
13,High,Urban,Garissa,Moderate,Higher,1
16,Low,Traditional,Nyeri,Good,Higher,0
16,Medium,Urban,Mandera,Poor,None,0
14,Low,Rural,Nyeri,Moderate,Primary,0
14,Low,Traditional,Kiambu,Good,Secondary,1
18,Low,Rural,Eldoret,Good,Higher,0
18,Low,Urban,Thika,Good,Primary,0
14,Low,Urban,Mandera,Moderate,Primary,0
18,High,Rural,Nakuru,Poor,None,0
15,Low,Traditional,Nakuru,Moderate,None,0
14,Low,Traditional,Kitui,Poor,None,0
16,Low,Traditional,Kitui,Poor,None,0
15,Low,Traditional,Kericho,Poor,Higher,1
18,Low,Urban,Kericho,Good,None,0
17,Low,Traditional,Kericho,Poor,None,1
13,Medium,Rural,Kakamega,Good,Primary,0
14,High,Urban,Kiambu,Moderate,Primary,0
17,Low,Rural,Eldoret,Poor,Secondary,0
18,High,Rural,Wajir,Moderate,Primary,0
16,Medium,Rural,Thika,Moderate,None,1
13,Medium,Urban,Kakamega,Poor,None,1
17,Low,Traditional,Kiambu,Poor,Secondary,0
13,High,Rural,Mombasa,Good,None,1
14,Low,Rural,Mombasa,Poor,Secondary,0
18,Medium,Traditional,Kakamega,Good,Secondary,0
16,Medium,Traditional,Thika,Good,None,0
18,High,Traditional,Kiambu,Poor,Primary,1
13,Low,Traditional,Kakamega,Poor,Primary,1
17,High,Rural,Nakuru,Poor,Primary,1
14,High,Urban,Mombasa,Good,Secondary,0
14,Medium,Traditional,Wajir,Good,Primary,0
18,High,Traditional,Kakamega,Good,Secondary,0
17,Medium,Rural,Kitui,Good,Higher,0
17,Low,Traditional,Kiambu,Good,Secondary,0
13,High,Rural,Machakos,Poor,None,1
18,High,Rural,Isiolo,Good,None,1
18,Low,Rural,Wajir,Poor,Primary,0
15,High,Rural,Meru,Good,None,0
18,Low,Traditional,Kericho,Good,Primary,0
14,Medium,Urban,Kakamega,Poor,Higher,1
13,Medium,Traditional,Meru,Moderate,Secondary,1
17,High,Urban,Kakamega,Moderate,None,0
18,Medium,Traditional,Meru,Good,Primary,1
13,Medium,Rural,Kakamega,Poor,Higher,0
18,Low,Traditional,Nyeri,Moderate,None,1
17,Medium,Rural,Narok,Moderate,None,1
16,Medium,Traditional,Nyeri,Poor,Higher,1
17,Medium,Rural,Nakuru,Moderate,Secondary,0
17,Low,Urban,Kiambu,Good,None,0
17,High,Rural,Nakuru,Good,Higher,1
18,Low,Traditional,Nakuru,Good,Primary,0
15,High,Rural,Kakamega,Moderate,None,1
17,High,Urban,Kisumu,Poor,Secondary,1
14,Medium,Urban,Nairobi,Poor,Secondary,0
14,Medium,Traditional,Kericho,Good,Higher,0
13,Low,Rural,Kakamega,Good,Secondary,0
15,Low,Traditional,Machakos,Good,Primary,1
13,Low,Rural,Wajir,Good,Higher,0
14,Medium,Urban,Mandera,Moderate,Higher,0
14,High,Traditional,Kakamega,Good,Secondary,1
16,Low,Urban,Kakamega,Moderate,Secondary,0
17,High,Rural,Nairobi,Good,Higher,0
14,Medium,Urban,Meru,Poor,Primary,0
18,Medium,Rural,Kakamega,Moderate,Primary,1
18,Medium,Traditional,Kakamega,Poor,Primary,1
13,Medium,Rural,Kiambu,Poor,Primary,1
13,High,Rural,Wajir,Poor,Primary,1
17,High,Traditional,Mandera,Good,Higher,1
17,Low,Traditional,Kiambu,Poor,Higher,0
16,High,Urban,Kitui,Poor,None,1
15,High,Rural,Kisumu,Poor,Secondary,1
13,High,Rural,Thika,Moderate,Primary,1
17,Low,Urban,Nairobi,Good,Secondary,0
13,High,Rural,Mombasa,Poor,Higher,1
17,High,Rural,Isiolo,Good,None,0
14,High,Traditional,Kisumu,Moderate,Higher,1
13,Medium,Traditional,Narok,Good,None,1
14,High,Traditional,Kisumu,Poor,Higher,1
13,Low,Urban,Thika,Good,Primary,0
15,Low,Traditional,Eldoret,Good,Secondary,1
16,Low,Urban,Kakamega,Good,Secondary,0
18,Low,Traditional,Isiolo,Good,None,0
18,Medium,Rural,Narok,Good,None,1
18,Low,Rural,Thika,Moderate,Higher,0
14,Medium,Traditional,Eldoret,Poor,None,1
17,Medium,Traditional,Kisumu,Good,Primary,0
18,Medium,Urban,Isiolo,Good,Higher,0
15,Low,Rural,Mombasa,Poor,Primary,0
18,Low,Traditional,Nakuru,Poor,None,1
13,Medium,Traditional,Kiambu,Poor,Secondary,0
14,Medium,Rural,Kisumu,Poor,Primary,0
13,Low,Traditional,Mombasa,Good,Higher,0
13,High,Rural,Mombasa,Poor,Secondary,0
13,High,Traditional,Mombasa,Moderate,None,1
16,High,Rural,Isiolo,Good,Primary,0
16,Low,Urban,Nairobi,Moderate,None,0
17,Low,Traditional,Meru,Poor,Primary,0
14,Medium,Traditional,Meru,Moderate,Secondary,0
15,Low,Traditional,Thika,Good,Higher,0
15,Low,Urban,Nairobi,Good,None,0
15,Low,Traditional,Narok,Good,Secondary,0
13,Medium,Traditional,Kericho,Good,Secondary,1
16,Medium,Rural,Nairobi,Moderate,Higher,0
14,High,Traditional,Kiambu,Good,Higher,0
13,High,Traditional,Meru,Good,Secondary,0
16,Low,Rural,Nairobi,Good,Primary,0
16,Low,Urban,Eldoret,Poor,Secondary,0
18,Medium,Urban,Kiambu,Moderate,Secondary,0
18,High,Rural,Narok,Poor,Primary,1
14,High,Urban,Wajir,Good,None,0
14,High,Urban,Kakamega,Poor,Secondary,1
14,Low,Traditional,Meru,Good,Primary,1
13,Low,Traditional,Meru,Poor,None,1
17,Low,Traditional,Mandera,Good,Primary,1
14,Medium,Urban,Thika,Good,Primary,0
18,High,Traditional,Kakamega,Good,Primary,0
17,Medium,Urban,Kericho,Poor,None,1
13,High,Traditional,Meru,Good,None,0
17,Low,Urban,Eldoret,Poor,Secondary,0
15,Medium,Rural,Narok,Good,Secondary,0
17,Medium,Rural,Kericho,Moderate,Secondary,1
14,Low,Traditional,Narok,Good,Secondary,0
13,High,Urban,Wajir,Moderate,Secondary,1
14,High,Rural,Nakuru,Good,None,1
18,High,Rural,Kiambu,Good,Higher,1
15,High,Traditional,Machakos,Good,Primary,0
18,Low,Traditional,Kitui,Good,Secondary,0
14,Low,Urban,Thika,Good,Primary,0
14,Low,Rural,Kisumu,Poor,Primary,0
14,Low,Urban,Mombasa,Poor,Secondary,1
16,Medium,Urban,Wajir,Poor,Primary,0
15,Medium,Traditional,Eldoret,Moderate,Primary,1
14,Medium,Urban,Narok,Good,Higher,0
14,Low,Urban,Narok,Good,Primary,0
18,High,Rural,Meru,Good,Primary,0
18,Medium,Urban,Meru,Moderate,Higher,1
14,Medium,Rural,Kisumu,Moderate,Primary,1
13,Low,Rural,Eldoret,Moderate,Primary,0
16,High,Urban,Mombasa,Moderate,Primary,0
18,High,Urban,Wajir,Poor,Primary,0
13,High,Rural,Machakos,Moderate,Primary,0
16,Low,Urban,Kiambu,Moderate,Primary,0
14,High,Rural,Eldoret,Moderate,None,1
15,Medium,Urban,Machakos,Moderate,Higher,1
17,Medium,Rural,Kakamega,Poor,None,0
17,Medium,Rural,Mandera,Good,None,1
14,Low,Traditional,Mandera,Moderate,Higher,0
18,High,Urban,Mombasa,Poor,Higher,1
13,Low,Rural,Eldoret,Poor,Primary,1
15,High,Rural,Meru,Poor,Secondary,0
16,Low,Urban,Kakamega,Good,Secondary,1
14,Medium,Urban,Kiambu,Moderate,None,0
15,Low,Urban,Nyeri,Good,Primary,0
15,Low,Traditional,Wajir,Poor,Secondary,1
18,Low,Urban,Kakamega,Good,Higher,1
16,Medium,Traditional,Kericho,Poor,Higher,1
15,Low,Urban,Mandera,Poor,Secondary,1
18,Low,Traditional,Nyeri,Moderate,Primary,0
13,Medium,Urban,Mombasa,Poor,Primary,0
18,High,Traditional,Thika,Good,None,0
13,Low,Rural,Garissa,Good,Higher,0
13,Medium,Traditional,Eldoret,Poor,Primary,0
15,Low,Traditional,Nairobi,Moderate,Higher,0
18,Medium,Rural,Mombasa,Good,None,0
13,High,Urban,Wajir,Moderate,Primary,1
16,High,Rural,Kiambu,Moderate,Primary,0
15,Low,Rural,Thika,Moderate,Secondary,0
18,Medium,Rural,Thika,Moderate,Higher,0
18,High,Traditional,Narok,Poor,Primary,1
17,High,Rural,Narok,Poor,None,0
18,Medium,Urban,Mombasa,Poor,Higher,0
15,Low,Traditional,Mombasa,Moderate,Primary,1
16,High,Traditional,Garissa,Good,Higher,1
18,High,Rural,Kericho,Good,None,0
17,High,Traditional,Mandera,Poor,Secondary,0
15,Low,Urban,Thika,Good,Secondary,0
13,High,Traditional,Eldoret,Poor,None,1
14,Medium,Rural,Wajir,Moderate,Higher,0
14,Low,Rural,Kiambu,Poor,None,0
13,High,Rural,Narok,Good,Secondary,1
18,Medium,Traditional,Machakos,Poor,Higher,0
14,Medium,Rural,Garissa,Poor,Higher,0
14,Low,Traditional,Mandera,Good,Primary,0
13,Medium,Rural,Thika,Poor,Primary,1
18,Low,Rural,Isiolo,Poor,Primary,0
18,Low,Rural,Kiambu,Good,Primary,0
13,Low,Urban,Nyeri,Poor,Primary,0
18,Medium,Urban,Nyeri,Moderate,None,0
18,Low,Rural,Kericho,Poor,None,1
15,Low,Rural,Kericho,Good,Higher,1
15,Medium,Traditional,Eldoret,Moderate,Higher,0
13,Low,Traditional,Nairobi,Moderate,Primary,0
16,High,Urban,Narok,Good,Secondary,1
14,Medium,Traditional,Eldoret,Good,Secondary,1
15,Medium,Traditional,Narok,Poor,Higher,0
14,Medium,Traditional,Nakuru,Moderate,Higher,0
17,High,Traditional,Meru,Moderate,Higher,0
13,Low,Urban,Kericho,Moderate,Primary,1
16,Medium,Urban,Nyeri,Good,Higher,0
17,Medium,Traditional,Narok,Poor,Primary,1
17,Medium,Traditional,Kitui,Good,None,0
18,High,Urban,Mombasa,Moderate,Higher,0
17,High,Rural,Nairobi,Poor,Secondary,1
13,High,Traditional,Garissa,Poor,Primary,0
15,Low,Rural,Nairobi,Good,None,0
13,Low,Traditional,Garissa,Moderate,None,1
15,High,Urban,Kisumu,Moderate,Primary,1
17,Low,Traditional,Thika,Moderate,Primary,0
17,High,Rural,Isiolo,Poor,None,1
16,Low,Urban,Kiambu,Moderate,None,0
